Date,Close
5/24/2016 16:00:00,10.14
5/25/2016 16:00:00,10
5/26/2016 16:00:00,9.75
5/27/2016 16:00:00,9.63
5/31/2016 16:00:00,9.53
6/1/2016 16:00:00,9.6
6/2/2016 16:00:00,9.65
6/3/2016 16:00:00,9.46
6/6/2016 16:00:00,9.51
6/7/2016 16:00:00,9.57
6/8/2016 16:00:00,9.55
6/9/2016 16:00:00,9.34
6/10/2016 16:00:00,9.14
6/13/2016 16:00:00,8.92
6/14/2016 16:00:00,8.89
6/15/2016 16:00:00,9.06
6/16/2016 16:00:00,9.05
6/17/2016 16:00:00,9.04
6/20/2016 16:00:00,9.2
6/21/2016 16:00:00,9.35
6/22/2016 16:00:00,8.78
6/23/2016 16:00:00,9.13
6/24/2016 16:00:00,8.77
6/27/2016 16:00:00,8.62
6/28/2016 16:00:00,8.9
6/29/2016 16:00:00,9.3
6/30/2016 16:00:00,9.05
7/1/2016 16:00:00,9.27
7/5/2016 16:00:00,8.94
7/6/2016 16:00:00,9
7/7/2016 16:00:00,9.08
7/8/2016 16:00:00,9.3
7/11/2016 16:00:00,9.24
7/12/2016 16:00:00,9.4
7/13/2016 16:00:00,9.29
7/14/2016 16:00:00,9.37
7/15/2016 16:00:00,9.17
7/18/2016 16:00:00,9.27
7/19/2016 16:00:00,9.35
7/20/2016 16:00:00,9.58
7/21/2016 16:00:00,9.46
7/22/2016 16:00:00,9.73
7/25/2016 16:00:00,9.85
7/26/2016 16:00:00,10.1
7/27/2016 16:00:00,10.13
7/28/2016 16:00:00,10.12
7/29/2016 16:00:00,10.07
8/1/2016 16:00:00,10.19
8/2/2016 16:00:00,10.05
8/3/2016 16:00:00,10.44
8/4/2016 16:00:00,11.32
8/5/2016 16:00:00,11.15
8/8/2016 16:00:00,11.26
8/9/2016 16:00:00,11.3
8/10/2016 16:00:00,11.07
8/11/2016 16:00:00,11.37
8/12/2016 16:00:00,11.66
8/15/2016 16:00:00,11.48
8/16/2016 16:00:00,11.64
8/17/2016 16:00:00,11.4
8/18/2016 16:00:00,11.75
8/19/2016 16:00:00,11.8
8/22/2016 16:00:00,11.82
8/23/2016 16:00:00,12.39
8/24/2016 16:00:00,12.16
8/25/2016 16:00:00,12.31
8/26/2016 16:00:00,12.04
8/29/2016 16:00:00,12.01
8/30/2016 16:00:00,12.07
8/31/2016 16:00:00,12.19
9/1/2016 16:00:00,12
9/2/2016 16:00:00,12.05
9/6/2016 16:00:00,11.83
9/7/2016 16:00:00,11.93
9/8/2016 16:00:00,11.78
9/9/2016 16:00:00,11.27
9/12/2016 16:00:00,11.33
9/13/2016 16:00:00,11.23
9/14/2016 16:00:00,11.28
9/15/2016 16:00:00,11.38
9/16/2016 16:00:00,11.37
9/19/2016 16:00:00,11.55
9/20/2016 16:00:00,11.66
9/21/2016 16:00:00,11.9
9/22/2016 16:00:00,11.68
9/23/2016 16:00:00,11.83
9/26/2016 16:00:00,11.55
9/27/2016 16:00:00,11.78
9/28/2016 16:00:00,11.83
9/29/2016 16:00:00,11.64
9/30/2016 16:00:00,11.66
10/3/2016 16:00:00,11.67
10/4/2016 16:00:00,11.63
10/5/2016 16:00:00,11.69
10/6/2016 16:00:00,11.52
10/7/2016 16:00:00,11.48
10/10/2016 16:00:00,11.47
10/11/2016 16:00:00,11.18
10/12/2016 16:00:00,11.27
10/13/2016 16:00:00,11.19
10/14/2016 16:00:00,11.12
10/17/2016 16:00:00,10.93
10/18/2016 16:00:00,11.34
10/19/2016 16:00:00,11.3
10/20/2016 16:00:00,11.19
10/21/2016 16:00:00,11.32
10/24/2016 16:00:00,11.35
10/25/2016 16:00:00,11.07
10/26/2016 16:00:00,11.21
10/27/2016 16:00:00,11.15
10/28/2016 16:00:00,11.14
10/31/2016 16:00:00,11.2
11/1/2016 16:00:00,11.07
11/2/2016 16:00:00,11.78
11/3/2016 16:00:00,11.99
11/4/2016 16:00:00,12.18
11/7/2016 16:00:00,12.22
11/8/2016 16:00:00,12.34
11/9/2016 16:00:00,12
11/10/2016 16:00:00,11.65
11/11/2016 16:00:00,11.88
11/14/2016 16:00:00,12.35
11/15/2016 16:00:00,12.03
11/16/2016 16:00:00,12.04
11/17/2016 16:00:00,12.22
11/18/2016 16:00:00,12.16
11/21/2016 16:00:00,12.22
11/22/2016 16:00:00,12.46
11/23/2016 16:00:00,12.43
11/25/2016 16:00:00,12.75
11/28/2016 16:00:00,12.53
11/29/2016 16:00:00,12.46
11/30/2016 16:00:00,12.94
12/1/2016 16:00:00,12.71
12/2/2016 16:00:00,13.06
12/5/2016 16:00:00,13.2
12/6/2016 16:00:00,13.27
12/7/2016 16:00:00,14.12
12/8/2016 16:00:00,13.94
12/9/2016 16:00:00,13.89
12/12/2016 16:00:00,13.85
12/13/2016 16:00:00,14.07
12/14/2016 16:00:00,13.83
12/15/2016 16:00:00,14.13
12/16/2016 16:00:00,14.38
12/19/2016 16:00:00,14.36
12/20/2016 16:00:00,14.48
12/21/2016 16:00:00,14.38
12/22/2016 16:00:00,14.05
12/23/2016 16:00:00,14.07
12/27/2016 16:00:00,14
12/28/2016 16:00:00,13.95
12/29/2016 16:00:00,13.73
12/30/2016 16:00:00,13.63
1/3/2017 16:00:00,13.81
1/4/2017 16:00:00,14.25
1/5/2017 16:00:00,14.56
1/6/2017 16:00:00,15
1/9/2017 16:00:00,15.06
1/10/2017 16:00:00,14.91
1/11/2017 16:00:00,14.9
1/12/2017 16:00:00,14.74
1/13/2017 16:00:00,14.75
1/17/2017 16:00:00,14.69
1/18/2017 16:00:00,14.64
1/19/2017 16:00:00,14.73
1/20/2017 16:00:00,14.89
1/23/2017 16:00:00,14.61
1/24/2017 16:00:00,14.66
1/25/2017 16:00:00,14.6
1/26/2017 16:00:00,14.41
1/27/2017 16:00:00,14.53
1/30/2017 16:00:00,14.45
1/31/2017 16:00:00,14.62
2/1/2017 16:00:00,14.36
2/2/2017 16:00:00,14.36
2/3/2017 16:00:00,14.28
2/6/2017 16:00:00,14.4
2/7/2017 16:00:00,14.4
2/8/2017 16:00:00,14.47
2/9/2017 16:00:00,14.73
2/10/2017 16:00:00,14.61
2/13/2017 16:00:00,14.5
2/14/2017 16:00:00,14.33
2/15/2017 16:00:00,14.31
2/16/2017 16:00:00,13.89
2/17/2017 16:00:00,14.47
2/21/2017 16:00:00,14.63
2/22/2017 16:00:00,15.04
2/23/2017 16:00:00,17.15
2/24/2017 16:00:00,17.43
2/27/2017 16:00:00,17.93
2/28/2017 16:00:00,17.32
3/1/2017 16:00:00,17.22
3/2/2017 16:00:00,16.99
3/3/2017 16:00:00,16.89
3/6/2017 16:00:00,16.86
3/7/2017 16:00:00,16.76
3/8/2017 16:00:00,16.83
3/9/2017 16:00:00,17.07
3/10/2017 16:00:00,16.91
3/13/2017 16:00:00,16.93
3/14/2017 16:00:00,16.77
3/15/2017 16:00:00,16.95
3/16/2017 16:00:00,17.21
3/17/2017 16:00:00,17.28
3/20/2017 16:00:00,17.24
3/21/2017 16:00:00,16.51
3/22/2017 16:00:00,16.41
3/23/2017 16:00:00,16.61
3/24/2017 16:00:00,16.59
3/27/2017 16:00:00,17.25
3/28/2017 16:00:00,17.23
3/29/2017 16:00:00,17.22
3/30/2017 16:00:00,17.32
3/31/2017 16:00:00,17.28
4/3/2017 16:00:00,17.03
4/4/2017 16:00:00,17.04
4/5/2017 16:00:00,16.75
4/6/2017 16:00:00,17
4/7/2017 16:00:00,16.69
4/10/2017 16:00:00,16.99
4/11/2017 16:00:00,16.92
4/12/2017 16:00:00,17.3
4/13/2017 16:00:00,16.92
4/17/2017 16:00:00,17.08
4/18/2017 16:00:00,16.98
4/19/2017 16:00:00,17.2
4/20/2017 16:00:00,17.71
4/21/2017 16:00:00,17.49
4/24/2017 16:00:00,17.85
4/25/2017 16:00:00,18.22
4/26/2017 16:00:00,18.08
4/27/2017 16:00:00,18.23
4/28/2017 16:00:00,18.24
5/1/2017 16:00:00,18.61
5/2/2017 16:00:00,18.81
5/3/2017 16:00:00,18.28
5/4/2017 16:00:00,19.9
5/5/2017 16:00:00,19.78
5/8/2017 16:00:00,19.56
5/9/2017 16:00:00,19.8
5/10/2017 16:00:00,19.95
5/11/2017 16:00:00,19.71
5/12/2017 16:00:00,20.08
5/15/2017 16:00:00,20.25
5/16/2017 16:00:00,20.34
5/17/2017 16:00:00,19.56
5/18/2017 16:00:00,19.68
5/19/2017 16:00:00,19.91
5/22/2017 16:00:00,20.95
5/23/2017 16:00:00,21.64
5/24/2017 16:00:00,21.92
5/25/2017 16:00:00,22.33
5/26/2017 16:00:00,22.33
5/30/2017 16:00:00,22.74
5/31/2017 16:00:00,22.99
6/1/2017 16:00:00,23.23
6/2/2017 16:00:00,23.2
6/5/2017 16:00:00,23.39
6/6/2017 16:00:00,24.21
6/7/2017 16:00:00,24.29
6/8/2017 16:00:00,24.78
6/9/2017 16:00:00,23.03
6/12/2017 16:00:00,23.6
6/13/2017 16:00:00,23.48
6/14/2017 16:00:00,23.47
6/15/2017 16:00:00,23.99
6/16/2017 16:00:00,23.56
6/19/2017 16:00:00,24.2
6/20/2017 16:00:00,23.85
6/21/2017 16:00:00,24.16
6/22/2017 16:00:00,24.28
6/23/2017 16:00:00,24.17
6/26/2017 16:00:00,23.93
6/27/2017 16:00:00,23.32
6/28/2017 16:00:00,24.3
6/29/2017 16:00:00,23.4
6/30/2017 16:00:00,23.46
7/3/2017 16:00:00,22.83
7/5/2017 16:00:00,23.76
7/6/2017 16:00:00,23.22
7/7/2017 16:00:00,23.59
7/10/2017 16:00:00,23.94
7/11/2017 16:00:00,25.44
7/12/2017 16:00:00,26.21
7/13/2017 16:00:00,25.98
7/14/2017 16:00:00,26.33
7/17/2017 16:00:00,26.19
7/18/2017 16:00:00,26.59
7/19/2017 16:00:00,26.36
7/20/2017 16:00:00,26.39
7/21/2017 16:00:00,26.85
7/24/2017 16:00:00,26.75
7/25/2017 16:00:00,26.89
7/26/2017 16:00:00,27.31
7/27/2017 16:00:00,25.92
7/28/2017 16:00:00,26.2
7/31/2017 16:00:00,26.35
8/1/2017 16:00:00,26.81
8/2/2017 16:00:00,26.46
8/3/2017 16:00:00,25.22
8/4/2017 16:00:00,25.21
8/7/2017 16:00:00,25.68
8/8/2017 16:00:00,26.02
8/9/2017 16:00:00,25.59
8/10/2017 16:00:00,24.65
8/11/2017 16:00:00,24.82
8/14/2017 16:00:00,25.2
8/15/2017 16:00:00,24.83
8/16/2017 16:00:00,24.99
8/17/2017 16:00:00,24.54
8/18/2017 16:00:00,24.83
8/21/2017 16:00:00,24.46
8/22/2017 16:00:00,25.34
8/23/2017 16:00:00,25.48
8/24/2017 16:00:00,25.66
8/25/2017 16:00:00,24.99
8/28/2017 16:00:00,24.91
8/29/2017 16:00:00,25.04
8/30/2017 16:00:00,25.76
8/31/2017 16:00:00,26.11
9/1/2017 16:00:00,25.93
9/5/2017 16:00:00,25.77
9/6/2017 16:00:00,26.05
9/7/2017 16:00:00,26.3
9/8/2017 16:00:00,26.53
9/11/2017 16:00:00,27.57
9/12/2017 16:00:00,27.27
9/13/2017 16:00:00,27.49
9/14/2017 16:00:00,28.64
9/15/2017 16:00:00,28.5
9/18/2017 16:00:00,28.69
9/19/2017 16:00:00,28.56
9/20/2017 16:00:00,28.47
9/21/2017 16:00:00,28.4
9/22/2017 16:00:00,28.75
9/25/2017 16:00:00,27.45
9/26/2017 16:00:00,27.61
9/27/2017 16:00:00,28.07
9/28/2017 16:00:00,28.49
9/29/2017 16:00:00,28.81
10/2/2017 16:00:00,29.39
10/3/2017 16:00:00,29.94
10/4/2017 16:00:00,30.15
10/5/2017 16:00:00,30.76
10/6/2017 16:00:00,30.76
10/9/2017 16:00:00,31.07
10/10/2017 16:00:00,31.32
10/11/2017 16:00:00,32
10/12/2017 16:00:00,32.81
10/13/2017 16:00:00,32.81
10/16/2017 16:00:00,33.22
10/17/2017 16:00:00,32.69
10/18/2017 16:00:00,32.52
10/19/2017 16:00:00,32.12
10/20/2017 16:00:00,32.5
10/23/2017 16:00:00,32.53
10/24/2017 16:00:00,32.71
10/25/2017 16:00:00,32.9
10/26/2017 16:00:00,34.11
10/27/2017 16:00:00,35.2
10/30/2017 16:00:00,35.75
10/31/2017 16:00:00,37.19
11/1/2017 16:00:00,36.47
11/2/2017 16:00:00,36.07
11/3/2017 16:00:00,36.89
11/6/2017 16:00:00,37.18
11/7/2017 16:00:00,36.76
11/8/2017 16:00:00,36.71
11/9/2017 16:00:00,37.96
11/10/2017 16:00:00,39.21
11/13/2017 16:00:00,39.98
11/14/2017 16:00:00,39.74
11/15/2017 16:00:00,40.66
11/16/2017 16:00:00,41.9
11/17/2017 16:00:00,44.18
11/20/2017 16:00:00,45.21
11/21/2017 16:00:00,48.06
11/22/2017 16:00:00,48.81
11/24/2017 13:00:00,48.86
11/27/2017 16:00:00,41.02
11/28/2017 16:00:00,42.55
11/29/2017 16:00:00,39.13
11/30/2017 16:00:00,39.22
12/1/2017 16:00:00,38.22
12/4/2017 16:00:00,36.87
12/5/2017 16:00:00,37.6
12/6/2017 16:00:00,37.61
12/7/2017 16:00:00,38.73
12/8/2017 16:00:00,38.09
12/11/2017 16:00:00,38.3
12/12/2017 16:00:00,38.08
12/13/2017 16:00:00,36.19
12/14/2017 16:00:00,37.01
12/15/2017 16:00:00,37.03
12/18/2017 16:00:00,37.75
12/19/2017 16:00:00,36.92
12/20/2017 16:00:00,35.66
12/21/2017 16:00:00,35.87
12/22/2017 16:00:00,35.14
12/26/2017 16:00:00,35.05
12/27/2017 16:00:00,35.75
12/28/2017 16:00:00,35.13
12/29/2017 16:00:00,34.67
1/2/2018 16:00:00,36.17
1/3/2018 16:00:00,37.31
1/4/2018 16:00:00,38.1
1/5/2018 16:00:00,41.14
1/8/2018 16:00:00,40.76
1/9/2018 16:00:00,40.88
1/10/2018 16:00:00,40.84
1/11/2018 16:00:00,42.3
1/12/2018 16:00:00,41.25
1/16/2018 16:00:00,39.32
1/17/2018 16:00:00,40.06
1/18/2018 16:00:00,40.27
1/19/2018 16:00:00,42.56
1/22/2018 16:00:00,45.29
1/23/2018 16:00:00,45.01
1/24/2018 16:00:00,44.32
1/25/2018 16:00:00,45.12
1/26/2018 16:00:00,45.97
1/29/2018 16:00:00,45.43
1/30/2018 16:00:00,45.52
1/31/2018 16:00:00,46.91
2/1/2018 16:00:00,44.45
2/2/2018 16:00:00,43.61
2/5/2018 16:00:00,41.02
2/6/2018 16:00:00,41.61
2/7/2018 16:00:00,41.67
2/8/2018 16:00:00,39.5
2/9/2018 16:00:00,39.57
2/12/2018 16:00:00,39.92
2/13/2018 16:00:00,42.11
2/14/2018 16:00:00,41.85
2/15/2018 16:00:00,44.29
2/16/2018 16:00:00,44.11
2/20/2018 16:00:00,44.93
2/21/2018 16:00:00,44.1
2/22/2018 16:00:00,44.9
2/23/2018 16:00:00,44.86
2/26/2018 16:00:00,46.55
2/27/2018 16:00:00,45.91
2/28/2018 16:00:00,46.05
3/1/2018 16:00:00,46.01
3/2/2018 16:00:00,46.02
3/5/2018 16:00:00,50.42
3/6/2018 16:00:00,49.6
3/7/2018 16:00:00,50.72
3/8/2018 16:00:00,52.25
3/9/2018 16:00:00,52.49
3/12/2018 16:00:00,53.19
3/13/2018 16:00:00,51.83
3/14/2018 16:00:00,54.61
3/15/2018 16:00:00,54.84
3/16/2018 16:00:00,54.89
3/19/2018 16:00:00,54.58
3/20/2018 16:00:00,57.69
3/21/2018 16:00:00,57.09
3/22/2018 16:00:00,55.16
3/23/2018 16:00:00,51.67
3/26/2018 16:00:00,53.55
3/27/2018 16:00:00,51.06
3/28/2018 16:00:00,47.39
3/29/2018 16:00:00,49.2
4/2/2018 16:00:00,47.68
4/3/2018 16:00:00,47.58
4/4/2018 16:00:00,47.67
4/5/2018 16:00:00,48.02
4/6/2018 16:00:00,45.87
4/9/2018 16:00:00,45.89
4/10/2018 16:00:00,47.8
4/11/2018 16:00:00,47.76
4/12/2018 16:00:00,49.69
4/13/2018 16:00:00,47.5
4/16/2018 16:00:00,47.03
4/17/2018 16:00:00,49.13
4/18/2018 16:00:00,51.38
4/19/2018 16:00:00,50.63
4/20/2018 16:00:00,51.46
4/23/2018 16:00:00,50.35
4/24/2018 16:00:00,46.01
4/25/2018 16:00:00,44.75
4/26/2018 16:00:00,46.74
4/27/2018 16:00:00,47.57
4/30/2018 16:00:00,47.34
5/1/2018 16:00:00,48.2
5/2/2018 16:00:00,48.66
5/3/2018 16:00:00,49.21
5/4/2018 16:00:00,49.1
5/7/2018 16:00:00,51.12
5/8/2018 16:00:00,53.32
5/9/2018 16:00:00,54.26
5/10/2018 16:00:00,54.65
5/11/2018 16:00:00,54.73
5/14/2018 16:00:00,54.28
5/15/2018 16:00:00,54.65
5/16/2018 16:00:00,56.59
5/17/2018 16:00:00,54.82
5/18/2018 16:00:00,55.04
5/21/2018 16:00:00,56.39
5/22/2018 16:00:00,54.63
5/23/2018 16:00:00,55.09
5/24/2018 16:00:00,55.55
5/25/2018 16:00:00,55.77
5/29/2018 16:00:00,56.92
5/30/2018 16:00:00,57.91
5/31/2018 16:00:00,58.25
6/1/2018 16:00:00,59.41
6/4/2018 16:00:00,61.2
6/5/2018 16:00:00,61.57
6/6/2018 16:00:00,62.72
6/7/2018 16:00:00,60.67
6/8/2018 16:00:00,61.78
6/11/2018 16:00:00,61.29
6/12/2018 16:00:00,63.21
6/13/2018 16:00:00,62.5
6/14/2018 16:00:00,63.88
6/15/2018 16:00:00,64.48
6/18/2018 16:00:00,66.2
6/19/2018 16:00:00,65.96
6/20/2018 16:00:00,67.59
6/21/2018 16:00:00,67.1
6/22/2018 16:00:00,65.75
6/25/2018 16:00:00,61.89
6/26/2018 16:00:00,62.55
6/27/2018 16:00:00,60.09
6/28/2018 16:00:00,61.55
6/29/2018 16:00:00,61.64
7/2/2018 16:00:00,63.14
7/3/2018 13:00:00,61.75
7/5/2018 16:00:00,64.15
7/6/2018 16:00:00,66.44
7/9/2018 16:00:00,66.48
7/10/2018 16:00:00,64.76
7/11/2018 16:00:00,65.33
7/12/2018 16:00:00,67.28
7/13/2018 16:00:00,66.97
7/16/2018 16:00:00,66.95
7/17/2018 16:00:00,68.33
7/18/2018 16:00:00,68.29
7/19/2018 16:00:00,70.32
7/20/2018 16:00:00,70.41
7/23/2018 16:00:00,71.6
7/24/2018 16:00:00,69.36
7/25/2018 16:00:00,72.53
7/26/2018 16:00:00,71.99
7/27/2018 16:00:00,69.85
7/30/2018 16:00:00,65.62
7/31/2018 16:00:00,64.65
8/1/2018 16:00:00,66.86
8/2/2018 16:00:00,72.65
8/3/2018 16:00:00,68.36
8/6/2018 16:00:00,70.92
8/7/2018 16:00:00,71
8/8/2018 16:00:00,70.82
8/9/2018 16:00:00,69.38
8/10/2018 16:00:00,70.6
8/13/2018 16:00:00,72.37
8/14/2018 16:00:00,74.97
8/15/2018 16:00:00,72.24
8/16/2018 16:00:00,72.76
8/17/2018 16:00:00,72.9
8/20/2018 16:00:00,74.26
8/21/2018 16:00:00,75.19
8/22/2018 16:00:00,76.44
8/23/2018 16:00:00,77.12
8/24/2018 16:00:00,78.18
8/27/2018 16:00:00,78.25
8/28/2018 16:00:00,80.8
8/29/2018 16:00:00,85.7
8/30/2018 16:00:00,87.76
8/31/2018 16:00:00,88.64
9/4/2018 16:00:00,91.25
9/5/2018 16:00:00,87.2
9/6/2018 16:00:00,88.54
9/7/2018 16:00:00,89.97
9/10/2018 16:00:00,89.39
9/11/2018 16:00:00,92.28
9/12/2018 16:00:00,90.44
9/13/2018 16:00:00,90.22
9/14/2018 16:00:00,90.82
9/17/2018 16:00:00,86.86
9/18/2018 16:00:00,87.99
9/19/2018 16:00:00,84.8
9/20/2018 16:00:00,86.51
9/21/2018 16:00:00,85.3
9/24/2018 16:00:00,86.04
9/25/2018 16:00:00,95.35
9/26/2018 16:00:00,94.65
9/27/2018 16:00:00,97.96
9/28/2018 16:00:00,99.01
10/1/2018 16:00:00,97.28
10/2/2018 16:00:00,97.83
10/3/2018 16:00:00,96.96
10/4/2018 16:00:00,94.49
10/5/2018 16:00:00,94.11
10/8/2018 16:00:00,86.06
10/9/2018 16:00:00,86.17
10/10/2018 16:00:00,77.45
10/11/2018 16:00:00,69.03
10/12/2018 16:00:00,73.97
10/15/2018 16:00:00,73.77
10/16/2018 16:00:00,78.72
10/17/2018 16:00:00,78.05
10/18/2018 16:00:00,74.96
10/19/2018 16:00:00,74.07
10/22/2018 16:00:00,75.72
10/23/2018 16:00:00,74.15
10/24/2018 16:00:00,69.34
10/25/2018 16:00:00,73.49
10/26/2018 16:00:00,71.12
10/29/2018 16:00:00,67.28
10/30/2018 16:00:00,68.76
10/31/2018 16:00:00,73.45
11/1/2018 16:00:00,76.74
11/2/2018 16:00:00,77.76
11/5/2018 16:00:00,75.01
11/6/2018 16:00:00,77.31
11/7/2018 16:00:00,82.69
11/8/2018 16:00:00,75.23
11/9/2018 16:00:00,73.27
11/12/2018 16:00:00,69.83
11/13/2018 16:00:00,71.85
11/14/2018 16:00:00,69.81
11/15/2018 16:00:00,73.6
11/16/2018 16:00:00,70.59
11/19/2018 16:00:00,62.97
11/20/2018 16:00:00,61.82
11/21/2018 16:00:00,62.62
11/23/2018 13:00:00,63.47
11/26/2018 16:00:00,66.52
11/27/2018 16:00:00,65.88
11/28/2018 16:00:00,69.89
11/29/2018 16:00:00,69.9
11/30/2018 16:00:00,69.84
12/3/2018 16:00:00,71.95
12/4/2018 16:00:00,63.51
12/6/2018 16:00:00,65.69
12/7/2018 16:00:00,60.78
12/10/2018 16:00:00,63.38
12/11/2018 16:00:00,61.78
12/12/2018 16:00:00,63.65
12/13/2018 16:00:00,62.9
12/14/2018 16:00:00,62.14
12/17/2018 16:00:00,58.62
12/18/2018 16:00:00,59.92
12/19/2018 16:00:00,59.03
12/20/2018 16:00:00,55.9
12/21/2018 16:00:00,52.51
12/24/2018 13:00:00,50.72
12/26/2018 16:00:00,55.32
12/27/2018 16:00:00,56.15
12/28/2018 16:00:00,55.87
12/31/2018 16:00:00,56.09
1/2/2019 16:00:00,57.2
1/3/2019 16:00:00,52.42
1/4/2019 16:00:00,58.18
1/7/2019 16:00:00,60.72
1/8/2019 16:00:00,63.12
1/9/2019 16:00:00,65.93
1/10/2019 16:00:00,66.1
1/11/2019 16:00:00,66.23
1/14/2019 16:00:00,65.18
1/15/2019 16:00:00,65.96
1/16/2019 16:00:00,65.9
1/17/2019 16:00:00,68.84
1/18/2019 16:00:00,72.24
1/22/2019 16:00:00,67.85
1/23/2019 16:00:00,69.1
1/24/2019 16:00:00,73.94
1/25/2019 16:00:00,77.97
1/28/2019 16:00:00,76.22
1/29/2019 16:00:00,68.56
1/30/2019 16:00:00,71.53
1/31/2019 16:00:00,71.35
2/1/2019 16:00:00,70.8
2/4/2019 16:00:00,71.75
2/5/2019 16:00:00,72.28
2/6/2019 16:00:00,72.67
2/7/2019 16:00:00,71.95
2/8/2019 16:00:00,73.49
2/11/2019 16:00:00,74.32
2/12/2019 16:00:00,75.59
2/13/2019 16:00:00,75.63
2/14/2019 16:00:00,75.67
2/15/2019 16:00:00,75.64
2/19/2019 16:00:00,76.64
2/20/2019 16:00:00,75.97
2/21/2019 16:00:00,74.43
2/22/2019 16:00:00,76.08
2/25/2019 16:00:00,77.13
2/26/2019 16:00:00,77.95
2/27/2019 16:00:00,79.32
2/28/2019 16:00:00,81.24
3/1/2019 16:00:00,77.46
